name,country_id
DESIGN FOR HOUSE,27
DESIGNA SRL,27
DESIGNED FOR LIVING SRL,27
DESIGNHEURE SAS,19
DESIGNSOURCE,52
DESIREE DIVANI,27
DESIREE SPA,27
DESISTART GROUP,41
DESSI MOBEL SL,45
DESTINI DECOR,45
DETRA,27
DETRA SRL,27
DETTAGLI FIRENZE SRL,27
DEVID MORAN,27
DEVINA NAIS,27
DEVIVER,19
DEVON & DEVON SPA,27
DEWATARU,24
DFN SRL,27
DI ANSELMI GIUSEPPE & C,27
DI ITALO BOSA SRL,27
DI LAZZARO,27
DI LIDDO & PEREGO SRL,27
DIALMA BROWN,27
DIAMANTE LIGHTING,27
DIBBERN,20
DIBELLA,20
DICA,45
DICK BURGER MEUBELRESTAURATIE,20
DICKSON-CONSTANT SA,19
DIDOMOBILI SL,45
DIEGI SNC,27
DIELLE CERAMICHE SPA,27
DIELLE SPA,27
DIEMME CUCINE SRL,27
DIEMME OFFICE,27
DIERRE SPA,27
DIESIS,27
DIESSE RUBBER HOSES S.P.A.,27
DILZAS,21
DIONTI SL,45
DIRTY LAB SRL,27
DISANO ILLUMINATIONE SPA,27
DISEGNO CERAMICA,27
DISENO Y ESTILO ENTENZA SL,45
DISVALMA SA,45
DITRE ITALIA SPA,27
DITTA BERZOINI GIAN ANTONIO,27
DIURNE,19
DIVA SALON,19
DK HOME BV,36
DL DECOR,27
DLG,30
DLSS LIGHTING CO LTD,11
DM MOBILLI,27
DMITRY & CO,52
DOCA,45
DOFIX DOHLEMANN,20
DOIMO CUCINE SPA,27
DOIMO IDEA SRL,27
DOIMO INTERNATIONAL GROUP SRL,27
DOIMO MATERASSI SRL,27
DOIMO SOFAS SRL,27
DOLCEVITA SRL,27
DOLETA UAB,32
DOLFI SPA,27
DOLZ,45
DOM EDIZIONI,27
DOM ITALIA SRL,27
DOM SRL,27
DOMINGO SALOTTI SRL,27
DOMKAPA,41
DOMOTEX,20
DOMUS MOBILI SRL,27
DON DIEGO,27
DONINI & NICOLINI,27
DORBENA,47
DORELAN,27
DORICA CASTELLI SPA,27
DORNBRACHT,20
DOTZAUER,1
DOUBLEJ SRL,27
DOWNTOWN COMPANY,52
DRAENERT STUDIO GMBH,20
DRIADE SPA,27
DRUMMONDS,16
DUAL GRES SA,45
DUCCIO DI SEGNA,27
DUE EFFE LAMPADARI SAS,27
DUEBI ITALIA,27
DUESPI SRL,27
DUIRNE,19
DUKA SRL,27
DUNE CERAMICA SL,27
DUPEN,45
DUPERTHAL SICHERHEITSTECHNIK GMBH,20
DUPLASH GROUP SL,45
DURALAMP SPA,27
DURALMOND,45
DURANTE ARREDAMENTI,27
DURESTA UPHOLSTERY LTD,7
DURITIA,45
"DURPLASTICS, S.A.",45
DV HOME COLLECTION SRL,27
DV S.R.L.,27
DVO,45
DVS SRL,27
Dielle Ceramiche,27
Diffusion Ceramique,19
Dipl. Ing. Imrich Dantsits CEO,14
"Dongguan Cheery Industry Co., LTD",11
Dutch Walltextile Company,36
E.CO Srl,27
EASTERN ACCENTS,52
EASYFLOOR,45
EBAN SRL,27
EBANART SRL,27
EBANSITERIA BACCI,27
EBB & FLOW ApS,15
EBERLE CONTROLS GMBH,20
ECLAIRAGE ROGER PRADIER,19
ECLISSE SRL,27
ECO CERAMICA,27
ECO ELETTROCOMPONENTS SRL,27
ECO MODAL TRASPORT,27
EDELMAN,36
EDEN DESIGN,3
EDIL MARKET SRL,27
EDILMARMI SRL,27
EDITION BOUGAINVILLE,19
EDITION MODERN,52
EDITION SERGE MOUILLE,20
EDIZIONI ECOMARKET SPA,27
EDMOND PETIT SAS,19
EDMUND BELL,16
EDRA,27
EDUARD,30
EF RETAIL CONCEPT SL,45
EFFE BI DI MANGINI CARCO,27
EFFEDUE,27
EFFEGIBI SRL,27
EFFEPIMARMI,27
EFFEQUATTRO,27
EGELASTA,45
EGGERSMANN KUCHEN,20
EGIDIO LUNARDELLI SRL,27
EGOLUCE SRL,27
EICHHOLTZ BV,36
EJ VICTOR LTD,52
EKO DIVANI SRL,27
EL CASCO,45
EL CID MOBILIARIO,45
EL SIGLO MOBILIARIO,45
ELASTIC CONFORT,45
ELASTRON,45
ELBI SPA,27
ELEAN BUCCO SL,20
ELEGANS HABITAT SL,45
ELEKTRO KAIB SOLARTECHNIK,20
ELITE DECOR S.L.,45
ELITE INTERIOR,27
ELITE SNC,27
ELITIS SAS,27
ELITRON IPM SRL,27
ELLE SALOTTI INTERNATIONAL SRL,27
ELLEDUE ARREDAMENTI SRL,27
ELSTEAD LIGHTING SP ZOO,40
ELUSIO FRANCE,45
EMCO,20
EMECO,27
EMIL CERAMICA,27
EMME PI LIGHT-MASIERO SRL,27
EMMEBI INDUSTRIA MOBILI SRL,27
EMMEMOBILI,27
EMMESTEEL SRL,27
EMONS,20
EMOZIONI ITALIANE SRL,27
ENDUTEX,41
ENEA,45
ENGLISCH DECOR,2
ENGLISH GEORGIAN,16
ENGUITEX,45
ENNE BI SRL,27
ENNE s.r.l.,27
ENNEREV,27
ENTLER,52
ENZO DE GASPARI,27
ENZO DEGLI ANGIUONI,27
EO DENMARK APS,15
EOT SRL,27
EPAFLEX POLYURETHANE SYSTEM,27
EPOCA HOME INTERIOR SL,45
EPOCA LAMPADARI SNC,27
EPOQUE & CO,27
EQUIPO DRT,45
ERBESI,27
ERCO LIGHTING GMBH,20
ERNESTOMEDA SPA,27
ERNST FEILER,20
ERRE ERRE DIFFUSION SRL,27
ERREMME SRL,27
ERTEKS KADİFE TEKSTİL,50
ESEDRA DESIGN SRL,27
ESOPE CONTINENTAL,19
ESQUELETE LIMVAL SL,45
ESSEBITEX,27
ESSEGI AUTOTRANSPORTI,27
ESSEPI IMBOTTITI SRL,27
ESSETRE,27
EST COMPANY SRL,27
ESTEL GROUP SRL,27
ESTELLER FUSTER,45
ESTILUZ SA,45
ESTRO SRL,27
ETISILK SA,45
ETRO SPA,27
ETRURIA DESIGN SRL,27
ETRUSCA SPA,27
ETS L.RECORBET ET FILS,19
EURL TEKNI-LED,2
EURO ENGINEERING CHEMICAL EQUIPMENT SRL,27
EURO LAMP ART SRL,27
EUROACCESSORI SRL,27
EURODESIGN SRL,27
EUROFLOR SA,45
EUROLEGNO MCAB SRL,27
EUROLUCE LAMPADARI SRL,27
EUROMOBILIT SRL,27
EUROMODA SL,45
EUROSEDIA DESIGN SPA,27
EUROSOLE SRL,27
EUROSTILE SRL,27
EUROTECHNICA GmbH,20
EUSAMEX FRANCE SARL,19
EVAET SPECIAL AGENCY NOVARA'S CHAMBER OF COMMERCE,27
EVANYROUSE UNIP LDA,41
EVE,45
EVEREST SRL,27
EWAX,40
EXCELLENCE CONSULTING GROUP,45
EXENIA,27
EXITFABRICS,45
EXPORMIM SA,45
EXPORT MIRANDOLA,27
EXPORT PABLO,45
EXTERIA SRL,27
EXTREMIS,3
EYELA,28
EZCARAY INTERNATIONAL,45
Ediba S.r.l.,27
Elan Atelier,52
Elk Lighting,52
Elton KFT,22
Established & Sons Warehouse,16
Ewax Sp.j.,40
F.DESIGN,27
F.FERREIRA DA SILVA LDA,41
F.LLI DI BALLABIO ANGELO,27
F.LLI ALLIEVI SNC,27
F.LLI BIANCHINI SRL,27
F.LLI Basile INTERIORS srl (HEBANON),27
F.LLI CAPANNI SNC,27
F.LLI CARPANI SNC,27
F.LLI CITTERIO,27
F.LLI CONFORTI,27
F.LLI CONSONNI,27
F.LLI LONGONI SAS,27
F.LLI PIERMARIA SRL,27
F.LLI PIETRELLI SRL,27
F.LLI PISTOLESI SNC,27
F.LLI Ugosett,27
FA BI CA SRL,27
FA&MI,27
FABBIAN,27
FABEMI GROUP SAS,19
FABER MOBILI SRL,27
FABIO,27
FAC GB SRL,27
FAGUERLAMP,27
FAHR INDUSTRIES LTD,16
FAIRTEX SRL,20
FAL SNC,27
FALA,27
FALA DI SERGIO MARCHETTI SRL,27
FALB GROUP SRL,27
FALEGNAMI ITALIA,27
FALEGNAMI ITALY SPA,27
FALMA ITALIA INTERIORS s.r.l.,27
FALPER,19
FAMA,45
FAMBUENA,45
FAME GALLERY,47
FAMEG,40
FANCY SA,3
FANFANI ANDREA SRL,27
FANTINEX SRL,27
FAP CERAMICHE,27
FAR EAST FURNITURE,39
FARO BARSELONA,45
FASEM INTERNATIONAL SRL,27
FASHION TEX,27
FASS LUCE,27
FAST SPA,27
FAUSTIG SRL,27
FBAI SAS,27
FCH IDEA,45
FDV GROUP SPA,27
FEADA,27
FEEK BV,36
FELIS S.R.L.,27
FELIX ITALIA SRL,27
FELIX SAS,19
FENALL,27
FENDI,27
FENICE DESIGN,27
FENSTER,20
FERNANDO CERDA BLANES,45
FERPUIG SL,45
FERRARI ADRIANO SNC,27
FERREROLEGNO SPA,27
FERRETTI E FERRETTI,27
FERRIASANOVA SL,45
FERRO,20
FERROLUCE SRL,27
FEST,36
FEST AMSTERDAM,36
FH DAVIS,40
FHS HOLZTECHIK GMBH,20
FHS HOLZTECHNIK GMBH,20
FIAM SRL,27
FIAMBERTI SRL,27
FIGLI DI ISACCO AGOSTONI,27
FIGUERAS INTER SEATING,45
FILIPPO UECHER,27
FILMAR SRL,27
FIM SRL,27
FIM UMBRELLAS,27
FIMA,27
FIMAR SRL,27
FIMES SAS,27
FINARTE SRL,27
FINE ART LAMPS,52
FINI COP,27
FINK COLLECTOIN,20
FIONA McDONALD,16
FIR ITALIA SPA,27
FL FASHION LRH UNIPERSONALE,27
FLAB,27
FLAG STONE GMBH,20
FLAI,27
FLAM & LUCE,41
FLAMANT,40
FLAMCO,27
FLAVIKER,27
FLEMING HOWLAND,16
FLESSYA SRL,27
FLEX SRL,27
FLEXA 4 DREAMS AS,15
FLEXFORM SPA,27
FLEXSTYLE,27
FLEXTEAM,27
FLLI CONSONNI SNC,27
FLLI SANGIORGIO SRL,27
FLORA SRL,27
FLORENCE ART DI MARINI BRUNO SR,27
FLORENCE COLLECTIONS,27
FLORENCE COLLECTIONS,27
FLORENZ LAMP,27
FLORIAN GABRIELE,27
FLORIAN PARCHETTI SRL,27
FLORIM CERAMICHE SPA,27
FLOS,27
FLOU SPA,27
FM BOTTEGA D’ARTE SRL,27
FM GRU SRL,27
FM ILUMINACION,45
FMF SRL,27
FMG SHAPES SRL,27
FOA SRL,27
FOAMIZADOS CASTELLANOS,45
FONDERIA,27
FONTANA ARTE,27
FONTINI,45
FOPPAPEDRETTI,27
FOREST GROUP NEDERLAND BV,36
FORESTI HOME COLLECTION GROUP,27
FORESTIER,19
FORMANI HOLLAND BV,36
FORMER IN ITALIA SRL,27
FORMER INDUSTRIA PER L'ARREDAMENTO SPA,27
FORMITALIA,27
FORNI MOBILI SRL,27
FORUM II (NAZARENKO EVGENY),27
FOSCARINI SPA,27
FOSHAN DOB FURNITURE CO LTD,11
FOSHAN PLAIN FURNITURE CO LTD,11
FOSHAN XINQING FURNITURE CO LTD,11
FOSNOVA,27
FOURSTEEL,41
FRAG,27
FRAJUMAR,45
FRAMO,27
FRANCESCO MOLON,27
FRANCESCO PASI SRL,27
FRANCISCO SEGARRA,45
"FRANCISCO SEGARRA INTERNACIONAL,S.L.U.",45
FRANCO BERTOZZINI,27
FRANCO FERRI,27
FRANCO FURNITURE,45
FRANCO PECCHIOLI SRL,27
FRANK LANDAU,20
FRANZ FERTIG,20
FRANZ NUESING GMBH,20
FRARI SRL,27
FRATELLI CONFORTI SRL,27
FRATELLI LONGHI SRL,27
FRATELLI MIRANDOLA SAS,27
FRATELLI RADICE,27
FRATEZI LDA,41
FRATO,45
FRAUFLEX,27
FREIFRAU,20
FREIFRAU GMBH,20
FREIFRAU GMBH,20
FRESAND GMBH,20
FREVINI STUDIO,32
FREZZA ARREDAMENTI SRL,27
FREZZA SPA,27
FRIGERIO POLTRONE E DIVANI SRL,27
FRIGHETTO MOBILI SRL,27
FRILLI GALLERY,27
FRISON RENZO,27
FRITZ HANSEN,15
FRIUL SEDIE SUD SRL,27
FRIUL SEDIE SUD SRL,27
FRIULIMPORT SRL,27
FROCA SL,45
FURNITURE & DESIGNS VALENCIA 2013 SL,45
FURNITURELAND SOUTH INC,52
FURNWARE LTD,37
FURSTENBERG GMBH,20
FUTURA SRL,27
FX SIMULATION LTD,16
FÜRSTENBERG GmbH,20
G MOSCATELLI SPA,27
G&C INTERIORS,16
G&C INTERIORS AS,15
G&D ARREDAMENTI SPA,27
G&G Italia,27
G. STAMATOPOULOS & CO EE,21
G.LAMADRID,45
G.T.DESIGN srl,27
GABBIANI,27
GABER SRL,27
GABRIELE COLOMBO,27
GAIA SRL,27
GALASSIA S.p.A.,27
GALERIE 54 SARL,19
GALERIE DIURNE,19
GALERIE KANEM,19
GALERIE MCDE,19
GALERIE NEGROPONTES,19
GALERIE VOLEVATCH SA,19
GALERY BSL,19
GALIMBERTI LINO SNC,27
GALIMBERTI NINO,27
GALLO DI GALLO,27
GALLO WOOD SRL,27
GALON,45
GALOPIN PARQUES,45
GALOTTI & RADICE SRL,27
GAMADECOR,45
GAMAMOBEL,45
GAMBINI GROUP S.p.A.,27
GAMINTER,45
GAMMA ARREDAMENTI,27
GANDIA BLASCO,45
GANTES 1944 SL,45
GANZERT GMBH,20
GARPA,20
GASPARINI MATERASSI,27
GASSA -V SL,45
GASTON Y DANIELA,45
GATTO SPA,27
GB GRUP,45
GB LIGHTING LTD,16
GEDA SRL,27
GEMINI PADANA,27
GENERAL FITTINGS SPA,27
GENESIS SRL,27
GENESIS SRL 2,27
GENESIS/MINDY BROWNES,16
GENOVEVA SA,45
GENTRY HOME SRL,27
GENUS MOBILI SRL,27
GEOTEX SRL,27
GERD BILLERBECK GMBH,2
GERD BILLERBECK GMBH,2
GERVASONI SPA,27
GESAB,45
GESSI SPA,27
GESTRAL SL,45
GETEX LENZ,20
GHEKIERE INDUSTRIES,3
GHIDINI LIGHTING SRL,27
GHIDINI PIETRO BOSCO SPA,27
GHINES GROUP,27
GHIZZI&BENATTI,27
GIARDINI SPA,27
GIBER SRL,27
GIEMME STILE SPA,27
GIEMMEGI CUCINE,27
GIEN,20
GIGACER SPA,27
GIMO EXPORT GROUP,27
GINGER AND BROWN,19
GINGER BROWN,19
GIOBAGNARA,27
GIOPATO & COOMBES STUDIO SRL,27
GIORGETTI SPA,27
GIORGIO CASA SA,27
GIORGIO COLLECTION,27
GIORGIO PIOTTO SRL,27
GIOVANETTI MOBILI SRL,27
GIOVANNI VISENTIN SRL,27
GIULIACASA SRL,27
GIULIO MARELLI ITALIA SPA,27
GIULIO TANINI S.p.a,27
GIUNICO SRL,27
GIUSTI PORTOS SRL,27
GIVANS FONDI,27
GLAMORA,27
GLAS ITALIA,27
GLASHUTTE LIMBURG,20
GLASS AND GLASS MURANO,27
GLASS AND GLASS MURANO SRL,27
GLASS DECOR,45
GLASSCRAFT EXPORT,23
GLEN SAXON TEXTILE GMBH,20
GLOBAL SOFAS SL,45
GLOBAL TRADE,45
GLOBAL VIEWS INC,52
GLOBEXTRADE SRL,27
GNOATO FRATELLI SRL,27
GOG,11
GOLD ART CERAMICA SPA,27
GOLDBACH,20
GOLDCONFORT SRL,27
GONZALEZ LLADO SA,45
GONZALO FERRI,45
GOODWILL,3
GORY CUCINE,27
GOTZ,27
GP & JB BAKER,16
GR DI GIACONI E RAPONI SRL,27
GRADUS,16
GRAFF SRL,27
GRAND OPEN GROUP LTD,11
GRANDEARREDO ITALIA SRL,27
GRANDUCATO ARREDI SRL,27
GRANGE SA,19
GRANITI FIANDRE SPA,27
GRANTI FIANDRE SPA,27
GRANTI FIANDRE SPA,27
GRASSOLER,45
GRECO GRES,45
GREEN APPLE,41
GREEN SRL,27
GREENAREA,45
GREENGATE EUROPE AS,15
GREGORI SRL,27
GREINER SPA,27
GRENS CARGO UAB,32
GRES ARAGON,45
GRESMANK SL,45
GRESTEC TILES LTD,16
GRIFERIAS MAIER SL,45
GRIFFONI VITORIO SRL,27
GRIFONI SILVANO SRL,27
GRILLI SRL,27
GRINARD ATLANTA,27
GROEL SA,45
GROSS RIMINI,27
GROSS SRL,27
GROSSMANN,20
GRUPO DESCANSO 2012 SL,45
GRUPO FORMA 5 SL,45
GRUPO SEYS SL,45
GRUPO T DIFFUSION SA,45
GRUPPO CERAMICHE GAMBARELLI SPA,27
GRUPPO FOX SRL,27
GRUPPO GEROMIN,27
GRUPPO ROMARI SPA,27
GRUPPO SPAR HOLDING SPA,27
GRUPPO TARRINI SRL,27
GRUPPO TEMAS V SA,45
GRUPPO TRE S SPA,27
GSG CERAMIC DESIGN SRL,27
GUADARTE SA,45
GUANG ZHOU SHIZUAN TAI ZHAN JIA YOU XIAN GONG SL,11
GUBI AS,15
GULATI OVERSEAS,23
GUMARCRIS,20
GUSTAV GERSTER GMBH,20
GUTH AND WOLF GMBH,20
GUZZI EUGENIO,27
GUZZINI E FONTANA,27
GUZZINI E FONTANA,27
GVJ DESIGN,20
GeD ARREDAMENTI,27
"Guangzhou Ruibo Plastic&Hardware Co.,Ltd",11
H-07 SRL,27
HABITA & DECORA EMPORDA,45
HABITANDO ALCALA SL,45
HACKER KUECHEN,20
HAJDUK,40
HALLEY,27
HALO ASIA LIMITED,36
HAMERTON INC,52
HANBEL,45
HANGZHOU HAOFENG IMPORT EXPORT CO LTD,11
HAREM SRL TESSUTI&TENDAGGI,27
HARLEQUIN GROUP,16
HARLEQUIN WALLPAPERS,16
HARTMAN,36
HATT – DE FONTES,41
HAVILAND LIMOGES,19
HAYWOODS TRIMMINGS,16
HCP,41
HDA LIVINS SL,45
HDM INTERIORS,27
HEATHFIELD CO,16
HELLMANN WORLWIDE LOGISTIC SPA,27
HEMMERS ITEX,20
HENGE SPA,27
HENGE SRL,27
HENRY BERTRAND LTD,16
HENRY GLASS SRL,27
HERAUD RUBANS SAS,19
HERBOVITAL2 SRL,27
HERMES SA,19
HERVE VAN DER STRAETEN,19
HICKORY CHAIR FURNITURE CO,52
HIDRA,27
HIDROCAS,45
HIJOS DE ANTONIO FERRE,45
HIJOS DE CECILIO VALGANON SL,45
HIMOLLA POLSTERMOBEL GMBH,20
HIND RABII SRL,3
HINDMAN AUCTIONS,52
HINDUSTAN HOUSE,3
HINES&OXFORD,16
HISBALIT,45
HISPANO TEX SA,45
HMD INTERIORS,41
HN8 SCHWARZWALD SCHLAFSYSTEME GMBH,20
HOFF INTERIEUR GMBH,20
HOFFMAN MINT,52
HOHMANN,20
HOHMANN GMBH CO,20
HOLLAND & SHERRY LTD,16
HOLLANDER,20
HOLLY HUNT FURNITURE,52
HOLZ WORLD,20
HOME 24,20
HOME CONCEPT,41
HOME DOME SRL,27
HOME SPIRIT,19
HOME SRL,27
HOMELIGHTING,21
HOMES SPA,27
HONEYWELL,20
HOOKER FURNITURE,52
HORM & ORIZZONTI SRL,27
HORUS COLLECTIONS LDA,41
HOTEL DE PRONY,19
HOTEL HYATT REGENCY KOLN,20
HOULES,19
HOUSE & YACHT SRL,27
HOUSE OF JAGDAR LIMITED,49
HOUSE OF JUB GMBH,20
HOUSE OF PORTERS,3
HOWELL ENERGY CO LTD,11
HOYWOODS,52
HUBBARDON FORGE,52
HUDSON VALLEY THE LIGHTING GROUP,52
HUEPPE GMBH,20
HULSTA,20
HUNTER&HYLAND,16
HURTADO MUEBLES,45
HUYGHE & STADSBADER BVBA,3
HVL GROUP INTERNATIONAL BV,36
I 4 MARIANI SPA,27
I 4 MARIANI SPA,27
I BIAGI,27
I VETRI DI NIVES,27
IB LAURSEN APS,15
IB RUBINETTERIE SPA,27
IC DESIGNS SRL,27
ICF & WELCO SPA,27
ICMA SPA,27
ICONE SRL,27
ICOS SRL,27
IDEAL LUX,27
IDEAL TEX,27
IDEALSEDIA SRL,27
IDEALSERRADAMENTI E PORTE,27
IDEALTEX di LORENZO GIRONI,27
IDEE PER ARREDO SRL,27
IDEX Health & Science GmbH Ismatec,20
IDK ITALIA SRL,27
IDL EXPORT SRL,27
IDP,27
IDRA,27
IFC & WELKO SPA,27
IFT IDEAL FORM TEAM SRL,27
IFT INTERNATIONAL FURNISHING,27
IFURNATURE,24
IGUZZINI ILLUMINAZIONE SPA,27
IKA-WERKE,20
IL BRONZI D ARTE RENATO MASCARO SNC,27
IL FILO DEL SOGNI,27
IL LOFT SPA,27
IL PARALUME MARINA SNC,27
IL PEZZO MANCANTE,27
IL TEMPO DEL SRL,27
ILAS SRL,27
ILFARI,36
ILLIONAIRE SOCIETY,41
ILLUMINATI LIGHTING,27
ILLUMINAZIONE ARREDAMENTI BANCI FIRENZE SRL,27
ILLUMINAZIONE D`ARTE SNC,27
ILUMINACION AJP,45
ILUMISA,45
IMA MOBILI,27
IMA SPA,27
IMAB GROUP,27
IMAMA SRL,27
IMAS SNC,27
IMASOTO,45
IMATEX SPA,27
IMECSA CB,45
IMIT CONTROL SYSTEM SRL,27
IMPATIA SRL,27
IMPERIAL LINE SRL,27
INALCO SA,45
INBANI DESIGN SL,45
INCANTO AUCTION HOUSE AND GALLERY,27
INCAS,27
INCLASS MOBLES SL,45
INCO CHIC,27
INDEFORM S.L.,45
INDES FUGGERHAUS,20
INDIA MAHDAVI,19
INDIKON SRL,27
INDUSTRIA CONCIIARIA EUROPA,27
INDUSTRIA EMILIANA PARATI SPA,27
INDUSTRIA PARQUET FABRIANO SRL,27
INDUSTRIAS BITEX,45
INDUSTRIAS JOSPER SL,45
INDUSTRIAS MOVA SA,45
INDUSTRIE CERAMICHE PIEMME SPA,27
INDUSTRIE EMILIANA PARATI,27
INDUSTRIE MECCANICHE BUSSETO SRL,27
INDUSTRIE RICREATIVE SRL,27
INDUSTRIE TOSCANINI SRL,27
INDUSTRIES MURTRA SA,45
INEDITO SRL,27
INGO MAURER GMBH,20
INKIOSTRO BIANCO,27
INNOVATIONS,52
INPRO CORPORATION,52
INSTYLE GROUP INC,52
INTER COM OU,17
INTER KOMM SRL,27
INTERACTION DESTORTION MIRRORS,36
INTERCON,27
INTERCON di Larisa Gudova,27
INTERLUBKE,20
INTERMARFE S.L.U.,45
INTERNATIONAL HEATHCARE SUPPLY CO LTD,49
INTERNI D INSIEME SAS,27
INTERSTIL,20
INTERSTYLE SAS,27
INTERTECHNO,1
INTESIS SOFTWARE SLU,45
INTRA,44
INWESTMEBLE PI,40
INWESTMEBLE PI,40
IP INDUSTRIE,27
IPE SRL,27
IRI.S srl,27
IRIS CRISTAL SA,45
IRRITEC SPA,27
IRSAP SPA,27
ISABELLA COSTANTINI,27
ISAICO SNC,27
ISSARCH SRL,27
ISTO VILNUS,32
ISTOBAL MANUFACTURING SPAIN SLU,45
ITAL-RESINA DI TALIA ANGELO,27
ITALAMP,27
ITALDISIGN,27
ITALEXPORT,27
ITALGARANT,27
ITALIAN CLASSIC FURNITURE SRL,27
ITALIAN STOCK FASHION,27
ITALIANA BORDI SPA,27
ITALIMPEX,27
ITALPROGRAM PLUS SRL,27
ITERCOM SRL,27
ITOH DENKI,19
IVANELSI EXPORT,45
IVM SPA,27
IVORIMATEX,45
IVR SPA,27
IVV,27
Idesigned Limited,27
InterСom Group OÜ,17
JA RAYMAKER'S & CO BV,36
JAB ANSTOETZ,20
JAB ANSTOETZ FURNITURE,20
JAB Teppich,20
JACUZZI EUROPE SPA,27
JAGA,3
JAGO SRL,27
JAKOB DIETZ TEXTILHANDEL,20
JAMES BRINDLEY,16
JAMES HARE LTD,16
JAMES MALONE FABRICS,45
JAMES MALONE FABRICS SA,45
JANA KITCHEN,27
JANSEN FURNITURE,36
JANT DESIGNO,45
JANUA,20
JANUSET CIE,27
JAP TEPPICH,20
JARDINICO PARASOLS,3
JASNO SHUTTERS BV,36
JATEXMA,45
JAYSO,45
JD PRODUCTION,19
JDCR MOBILIARIO LDA,45
JEAN DE MERRY,52
JESSE SPA,27
JESURUM SRL,27
JETCLASS,41
JH SILK,16
JHEJIANG XINGWEI OFFICE FURNITURE,11
JIANGSU XINHEYUAN PLASTIC DAYLY CHEMICAL CO LTD,11
JIM DICKENS,16
JJP,45
JJP MUEBLES SA,45
JLC,41
JMC,41
JNL SA,36
JOANNA BUCHANAN LLC,52
JOEL ORGIAZZI,19
JOENFA SL,45
JOH SPRINZ,20
JOHN POMP,52
JOHN RICHARD DESIGN,52
JOHNSTONS,16
JOHNSTONS,16
JOHNSTONS OF ELGIN,16
JOIN SRL,27
JOLIPA,3
JOLLY ROGER (Amusement Rides) LTD,16
JONATHAN BROWN STUDIOS INC,52
JONIOSTAR SRLS,27
JOQUER,45
JOQUER,45
JORGER GMBH,20
JORI,3
JOSE COBOS JIMENEZ,45
JOSE LEITE DE CASTRO,45
JOSE MARTINEZ MEDINA SA,45
JOSEPH JEUP,52
JOTJOT UAB,32
JOVER,45
JOVIMART,19
JOYPE SL,45
JUAN BOLUDA,45
JUAN CAMPOS,45
JUAN JUAN MASSAGUER SL,45
JUBO HANDELSGESELLSCHAFT MBH,20
JUDECO,3
JUDY SELECTION BV,3
JUITE ART,45
JULES PANSU,19
JULIA ARREDAMENTI SPA,27
JULIA GROUP,45
JULIAN CHICHESTER LTD,16
JULIE R EXLEY LDA,52
JUMBO COLLECTION,27
JUMBO GROUP SRL,27
JURDINICO BVBA,3
JWELU,36
Jane Puylagarde,19
Jinan Hengsheng New Building Materials,11
K-LIGHTENING,41
KAAL INTERNATIONAL SRL,27
KAEMING GMBH,20
KAEMINK GMBH,20
KAHEKU SCHONES WOHNEN GMBH,20
KAIA LIGHTING,16
KAISER&KUHNE,20
KAMELOT AUCTIONS,52
KANABA - PATROCINIO GARCIA SL,45
KAPPA LUCE SRL,27
KARAT KITCHEN SRL,27
KARBOX,27
KARE 24,20
KAREN SWAMI,19
KARIBIAN,45
KARNABI,20
KAROL,27
KARPA,41
KARTELL SPA,27
KASSON PETROV MOSKVA,42
KASTEL,27
KASTHALL HQ,46
KAYOOM GMBH,20
KENDO MOBILIARIO SL,45
KENNETHCOBONPUE GMBH,20
KEOMA SALOTTI,27
KER-AV SRL,27
KERAM AFFINITY SLU,45
KERASOL,45
KERKUS HOME S.L.,45
KERLIFE CERAMICAS SL,45
KETTAL SA,45
KETTNAKER GMBH,20
KEUCO GMBH,20
KEYITALIA,27
KGC-SERVICE,27
KICO SRL,27
KIMBERLY DENMAN,52
KIMBERLY DENMAN,52
KINDEL FURNITURE,52
KINEMATICA AG,47
KINGS WORLWIDE,23
KLAB (KAPPA) DESIGN,27
KLASS PROYECT,45
KLOBE CLASSIC,45
KLOBER GMBH,20
KLOPP INTERNATIONAL,52
KMG EUROPE BV,36
KNF NEUBERGER GMBH,20
KNOLL INTERNATIONAL SPA,27
KNV,45
KODAMA DESIGN SL,45
KOH-I-NOOR AS,14
KOH-I-NOR DISTRIBUTION SL,45
KOINOR,20
KOKET,41
KOLARZ GMBH,2
KOLOVRAT CM SRO,14
KOO INTERNATIONAL,45
KOOKU,40
KOSE SRL,27
KOSE SRL,27
KOSLEX PTY LTD,1
KPM BERLIN GmbH,20
KRASS UND WISSING GMBH,20
KRASZNAI,45
KREON,20
KRESOS SRL,27
KRISKA DECOR,45
KRISTEN GIORGI LLC,52
KROLL ART&PROJECTS CMBH,20
KRUSS GmbH,20
KS Verlichting,36
KT EXCLUSIVE GMBH,20
KUATRE,45
KUNDALINI SRL,27
KURLAEV PAVEL (GLOBAL TRADE),45
KUTEK MOOD,40
KVADRAT,20
Kauffmann,2
L ANTICA DERUTA SNC,27
L AUTENICO MOBILE VENETO SRL,27
L&L LUCE&LIGHT SRL,27
L' ARTE NEL PARQUET SRL,27
L' OTTOCENTO,27
L'AMBIENTE,27
L'AMBIENTE SRL,27
L'ARTE POVERA DI DOLFI FRANCO SAS,27
L'ARTIGIANA SNC,27
L'OBJET,19
L'OOBJET IOM LTD,19
"L-OBJET IOM, Ltd",19
LA ALPUJARRENA,45
LA CARTUJA,45
LA CONTESSINA,27
